x,y,radius
566,4877,29.5
2389,2391,21.5
3132,973,21.0
2254,2653,28.5
4415,3120,28.5
4596,4083,28.5
1577,3171,24.5
4812,3279,28.5
1032,2346,21.0
1014,2067,30.0
3439,1590,28.0
2724,1052,29.5
470,4531,27.0
1547,4610,23.5
425,4364,25.0
845,4564,21.0
1866,3787,22.5
2509,2910,29.5
1149,3706,27.5
4129,968,27.0
3614,3967,23.5
4683,3110,24.5
4007,4204,30.0
2232,126,27.5
3360,2253,22.5
1791,3167,22.0
3302,1106,20.0
3731,2413,23.0
2139,2376,27.0
4786,2676,26.5
1273,2236,25.0
288,130,21.5
1224,3308,24.0
3679,4268,23.5
4258,2095,26.5
1717,3234,28.0
2486,909,26.5
2981,1974,28.0
2774,2914,29.0
4238,443,26.5
4221,924,23.5
995,1070,21.0
4622,3682,24.0
1523,2660,25.5
3080,4825,25.0
3595,933,23.0
3326,3111,20.5
2449,2641,29.0
2595,999,20.0
2511,1646,22.0
1632,3354,27.5
2589,3066,20.0
2289,2378,23.5
4171,1211,24.0
1289,4122,27.0
329,2880,23.0
3585,2735,23.5
1325,2113,29.0
3076,4283,28.5
2851,1669,21.5
3080,4405,24.5
513,3822,20.5
4830,4310,21.0
1436,3147,24.5
1459,1020,22.0
4600,305,27.0
878,2733,29.5
2729,1261,26.0
1115,2575,24.0
2573,516,23.5
3707,2662,20.5
3011,417,22.5
1975,4238,23.5
646,2905,21.0
3110,678,29.5
3340,2016,24.0
1513,934,23.0
1870,1056,20.0
223,1639,23.5
4218,1045,26.0
3829,2131,29.0
1915,1517,21.0
453,2689,24.5
3166,3100,22.0
687,4654,25.5
4665,1391,29.5
4593,4958,29.0
1191,1561,25.5
4751,4572,23.5
3575,4854,29.5
1205,3139,20.5
4232,3690,28.0
1106,1638,22.5
2959,2446,29.0
2225,3699,25.5
1455,1852,21.0
1703,3962,27.5
2522,57,21.5
1564,2571,28.0
4526,3574,28.0
2220,4675,22.0
3474,439,27.5
177,3622,27.0
1115,806,20.5
2562,1463,22.5
4273,1533,22.0
2285,1654,24.0
2254,1288,29.5
4898,269,20.5
3172,3816,25.0
134,3858,26.0
4655,2287,27.5
2806,579,26.0
4449,2167,22.0
2547,4525,23.5
2544,2266,30.0
3535,2934,22.5
1592,457,28.0
4813,4704,21.0
1303,1742,21.0
3044,4686,29.0
3651,4947,30.0
4752,1198,29.0
1151,2716,28.0
1487,473,25.5
3050,1861,26.0
3895,2421,24.0
950,3742,21.5
1316,70,25.5
3524,3263,26.0
1325,2901,26.5
1230,4813,21.5
3440,4169,27.0
4425,819,24.5
1344,614,22.5
1936,1774,23.0
2455,1612,25.5
57,3806,24.0
2226,2878,27.0
2030,41,28.0
3032,460,21.0
59,2460,21.0
4199,2303,28.5
2418,1113,23.0
2721,646,24.0
4746,3983,29.0
3873,4272,26.5
87,3215,25.5
1573,326,25.0
4939,3874,26.0
4041,1480,27.0
4899,4531,20.5
2841,2655,23.0
1989,2159,27.0
30,1313,20.0
4423,2842,27.0
3561,2225,25.5
922,2520,21.0
283,2233,22.5
551,3864,26.5
4476,3134,28.0
218,2497,27.0
3224,2294,27.0
444,4314,22.0
1474,2724,26.0
1117,537,27.5
748,4363,29.0
661,3701,21.5
268,1299,24.0
4479,683,21.5
4092,4828,20.0
3542,579,22.5
4642,4275,22.0
398,1130,27.5
3826,3747,23.5
1076,504,23.5
4842,1806,22.0
3734,3486,27.0
4326,4430,30.0
4894,2470,21.5
1679,1285,29.0
1718,2730,21.5
3408,3751,28.0
934,303,21.0
1031,4963,28.5
1383,160,28.5
1313,4176,23.0
3695,3367,26.0
3439,1427,20.0
544,4051,20.5
1619,3871,23.0
3356,2486,22.5
1440,3195,23.5
2895,847,23.0
3861,1100,21.0
2472,4550,28.5
4858,1124,23.0
1177,800,24.0
4618,844,25.5
1779,2820,22.0
4714,1042,24.5
959,1530,29.0
2121,2264,26.5
1001,508,25.0
450,1195,20.5
2684,3375,29.0
2158,2552,28.5
930,55,21.5
1233,3975,29.5
1131,4268,24.0
2243,2446,21.5
413,2863,26.5
1754,1587,23.0
163,1882,24.5
4471,4656,24.0
553,104,21.0
4543,901,23.5
4009,408,29.0
837,1508,27.5
1080,3894,25.5
1898,465,28.0
4909,4090,22.0
2416,341,29.0
3647,886,26.0
3167,4276,25.5
3968,2972,22.5
1257,4528,27.5
741,490,28.0
2250,1733,24.5
1607,2529,20.5
2982,3681,28.0
3127,1800,24.5
675,1467,29.5
3986,2258,29.0
973,2321,20.0
3150,2712,29.0
768,4623,30.0
280,2343,30.0
4614,3543,21.5
570,4802,29.0
3578,3872,21.0
524,2545,28.0
1255,4912,28.5
3653,3416,20.5
1415,2059,20.0
4804,1715,25.0
630,3157,29.5
1849,3836,22.5
716,2600,27.5
2420,4469,23.0
1089,4056,20.0
1019,4010,24.5
4889,2680,26.0
3494,100,29.5
1714,4748,20.0
2299,2494,27.0
3811,2427,26.0
4000,4070,29.0
3756,678,22.0
32,4788,29.0
474,1325,26.0
101,3075,22.5
1180,3189,22.5
3997,1930,23.5
2963,654,25.0
2258,603,24.0
2530,4056,27.0
2374,1814,26.5
2676,1976,26.0
298,2768,24.0
1674,2460,25.0
4571,4524,21.0
2433,1677,22.5
867,2239,22.5
1790,2239,27.0
1891,1300,20.0
3641,408,30.0
1202,2446,27.5
4562,2912,27.0
931,4091,21.0
1351,2594,29.5
2911,3661,27.0
2638,1027,28.5
3627,593,22.5
4882,3690,24.0
3901,856,24.5
4939,892,28.5
336,952,25.0
1027,3717,22.0
700,4161,28.0
4591,107,29.0
1284,2445,23.0
725,282,20.5
1407,1853,25.0
2805,869,24.0
1603,2962,25.5
2495,572,27.5
698,747,28.0
387,3504,29.5
3929,3399,25.5
1760,3850,24.5
783,1839,24.0
1782,2515,26.0
4536,2767,25.0
4840,810,21.0
3246,4315,25.0
2718,3690,25.0
475,2781,22.0
885,1695,24.5
3356,4927,26.5
619,4242,22.0
4491,280,29.5
510,1526,29.5
4159,4782,27.5
3103,3028,24.0
987,4120,21.5
2543,335,27.0
4318,2164,27.5
444,1523,23.0
4942,3483,20.5
1756,432,20.0
2218,1886,22.0
1590,1718,23.0
3230,171,26.5
2726,1804,25.0
4872,1937,23.5
2111,490,23.0
2076,3797,28.0
3315,546,26.0
3246,4104,27.5
4874,2976,27.0
73,760,23.5
1566,1061,27.0
2330,1215,27.0
4560,3071,23.0
4658,4542,22.5
887,3439,29.5
1245,2300,24.0
2541,4933,26.5
2803,4224,29.5
2205,4266,25.0
3293,2612,24.0
4680,261,25.5
1012,2128,28.0
3861,3664,24.5
4916,2328,25.5
2454,403,30.0
3320,1899,26.5
651,2646,27.5
3556,1276,28.5
2755,4187,27.0
496,190,28.0
230,1744,27.5
3447,4399,21.0
2688,378,30.0
3815,3280,30.0
3230,4820,25.5
3734,3625,27.5
1395,349,23.5
1023,425,29.5
4186,205,27.5
1446,2794,30.0
4210,3981,24.0
3131,2359,20.0
4965,149,27.0
417,1803,21.0
1117,4603,27.5
2301,3030,20.0
4830,2791,24.0
2594,4872,25.0
1678,2608,23.0
3790,3552,28.5
2021,3373,25.0
3476,2797,23.0
2105,2807,27.5
2264,863,24.5
4582,1363,21.5
3301,4541,26.5
457,3335,29.0
1789,905,30.0
1925,4254,24.5
4527,165,21.5
2665,2977,23.0
1074,2599,22.0
1549,4332,20.5
306,3355,24.0
3629,1015,28.5
2508,3618,20.0
2036,2426,26.0
3821,4838,26.0
2932,446,23.0
470,2487,22.5
3420,4279,21.5
1008,2193,30.0
908,1210,25.5
1612,693,26.0
2795,1801,22.0
1739,3722,20.5
3770,1668,26.5
4133,2852,29.5
1868,1764,20.0
2412,3586,25.0
1530,143,20.0
4629,2723,23.5
3515,1232,27.5
471,4782,27.5
791,3314,24.5
4697,42,24.0
2211,728,20.0
585,2847,25.5
4395,2172,20.0
4942,2043,21.5
905,4553,27.5
1435,3951,22.0
1177,4383,29.5
1448,2556,29.0
2152,1446,23.0
300,1783,30.0
2515,1589,28.0
4353,4669,27.0
4292,2818,23.5
1996,1592,21.0
1309,1283,21.5
1575,513,29.0
1109,2323,22.0
3928,4075,24.0
672,1190,24.0
4658,2983,23.0
2411,2600,24.0
4786,1460,26.5
468,2556,28.5
4651,1824,27.5
122,1644,26.5
3139,1858,25.5
1527,1969,26.5
2515,432,21.0
1690,1652,26.5
2176,979,25.5
3831,1338,22.0
2676,4252,27.5
4635,1050,27.0
4193,2415,24.0
2552,2386,29.5
581,600,30.0
1609,2112,24.5
281,1167,22.5
4495,371,26.5
1470,880,26.0
4235,4371,24.0
224,2020,29.0
3480,3183,25.0
3261,2557,27.5
269,2843,25.0
3357,255,22.5
1461,4393,23.5
122,3752,23.0
4518,489,29.0
4083,1805,21.0
3376,3501,28.0
1501,652,27.0
4496,4236,22.0
2355,1010,25.5
4228,1474,29.0
1772,1638,29.5
1523,2150,20.0
4010,1850,22.5
4623,2895,22.5
2280,3518,25.5
3101,215,23.5
1965,1850,26.0
1759,1889,21.0
4164,523,21.5
1054,1263,23.0
1408,972,23.5
128,204,24.5
1789,3724,27.0
2013,401,24.0
2929,2231,23.0
4958,786,26.0
2528,109,20.5
4638,1921,28.5
3911,3962,24.0
2240,4131,23.5
1375,2319,25.5
3997,1247,26.0
3376,3878,26.0
4013,312,23.5
3179,2780,26.5
2038,2302,25.0
3233,115,24.5
477,4591,28.5
4173,3262,26.5
3060,1321,27.0
2638,4825,23.5
2045,974,30.0
1642,75,22.0
4377,2054,26.5
3804,54,29.5
4316,3125,24.0
2855,251,21.5
2218,3082,26.5
4431,1362,24.5
3644,1447,21.0
3639,2058,21.5
3050,3115,22.0
3766,1392,28.5
4076,1737,20.5
2381,4936,22.0
1065,2507,22.5
2051,3888,20.5
2959,1904,20.0
3019,2796,26.5
4356,434,24.5
1277,2038,28.5
2105,4694,26.5
4343,376,23.5
756,3052,27.5
555,524,24.0
4537,4704,29.0
2196,2701,22.0
1288,4274,25.0
2716,1701,28.0
839,3755,25.0
1433,257,24.5
2401,2675,21.5
1621,2204,25.5
1980,1283,28.0
1295,969,28.0
3713,416,21.5
638,757,29.0
2161,3803,28.0
3288,272,22.0
720,3106,25.0
4109,4267,22.0
4722,2770,30.0
2734,341,23.5
3259,1751,20.5
2154,1384,24.5
3342,377,20.5
3930,181,27.0
2212,3840,24.0
3266,2216,26.5
2018,1054,27.0
1088,3677,27.0
3905,4590,22.5
2355,3521,28.0
1654,232,23.5
3788,4899,26.0
1359,3266,24.0
3647,787,24.5
834,1820,25.0
4912,2802,24.0
1634,491,21.5
141,1749,21.5
4034,2680,26.5
3682,4046,26.0
1260,346,21.5
3339,4828,26.0
2981,2124,20.5
1533,3430,23.5
603,3074,29.0
1557,3310,24.5
931,2161,22.5
4198,2601,23.0
2784,1292,25.5
4964,3032,30.0
1139,1297,25.0
1843,4545,28.0
4322,4154,26.5
1689,1553,28.0
2563,1997,28.5
2718,64,24.5
1721,705,20.0
1260,4370,24.5
1991,1691,23.5
2029,2531,28.0
3027,4629,26.0
1134,2469,23.0
3727,3903,28.5
1853,2528,23.5
4775,4636,21.5
3058,2923,22.5
1372,1926,24.5
4187,3497,21.5
3728,4781,27.5
3508,4704,27.0
3145,2250,28.0
2710,1178,24.5
4454,4582,20.5
4088,209,23.0
3106,3525,20.0
4644,2441,21.5
1976,29,23.0
1919,1121,20.5
975,4182,25.0
895,3919,23.5
3341,956,27.5
4419,4184,27.5
3373,480,23.5
3010,1637,27.5
542,661,24.5
140,2252,22.0
387,4045,25.5
3454,4337,24.0
3810,889,26.0
2562,4647,28.0
289,4665,25.0
1370,860,20.0
3678,727,28.0
3741,3216,24.0
1708,55,23.5
188,1839,23.0
1407,2905,24.0
295,2041,25.0
55,3726,29.0
2127,4642,29.5
4019,911,20.5
26,4036,23.0
3162,4552,25.0
4923,1893,25.5
4583,663,28.0
2596,2822,20.5
1963,3554,27.5
1895,532,23.0
1445,1478,26.0
4241,2501,30.0
753,4259,27.5
1183,1331,29.5
634,4906,25.5
1600,1912,25.0
4252,1298,28.5
1210,2080,27.0
538,2161,27.5
2928,3115,24.5
1911,2063,22.5
2187,1967,24.5
650,4049,30.0
4361,810,28.5
1050,4510,23.0
1196,3638,26.0
3067,4145,22.5
187,4545,22.5
2109,2057,26.5
3298,4388,27.5
1459,94,23.0
4842,983,25.0
2993,3868,25.0
292,2288,25.5
1924,4702,25.5
2517,3993,24.0
3529,2415,23.5
1301,4403,27.5
245,1557,24.5
2461,4388,20.0
3651,2164,23.5
34,1235,22.5
2236,2365,28.5
3550,907,24.0
4682,1314,22.5
495,494,24.5
3834,2979,22.5
207,2228,22.5
1804,2378,27.5
1406,4727,26.5
4543,4376,30.0
1232,3803,24.5
2344,2986,27.0
2106,4452,28.5
4510,2580,23.0
2058,115,25.0
3534,1018,27.5
1623,4178,23.5
3947,4177,23.0
2279,4518,28.5
3589,3426,27.0
4087,484,27.5
1512,4001,25.0
2284,4446,30.0
1259,1689,21.0
4014,1775,26.5
4355,4239,22.0
1368,4258,24.5
1647,4281,26.5
1296,4723,22.0
4667,783,26.0
2180,2078,22.5
364,1663,22.0
3296,4732,23.0
4294,2219,26.0
688,1608,22.0
4065,4917,24.5
4785,2143,28.0
3128,3416,20.0
3917,115,26.0
2045,1413,25.0
4905,163,20.0
21,649,20.0
2018,202,23.5
2669,4103,24.0
4461,544,21.0
1929,2015,22.0
2856,2401,29.5
991,4061,29.5
686,301,21.5
365,4955,24.0
765,1219,27.5
118,691,21.0
1683,1050,24.5
2907,3434,28.5
2042,4659,29.0
2036,3839,28.5
4716,2339,20.0
884,3792,22.0
1903,2532,26.5
3434,4870,23.5
2262,3968,28.0
572,2216,22.0
3137,784,30.0
3293,3640,26.0
1097,2949,29.0
3997,3567,29.5
1832,3051,27.0
562,372,28.5
909,1140,20.5
3605,4038,21.0
2238,2188,27.0
3845,4193,20.5
1215,644,28.0
1017,905,20.0
3077,4909,20.5
4314,3720,27.5
1068,3354,24.0
4494,4301,26.5
3708,3090,27.5
3033,2874,28.0
2770,911,20.0
4148,1748,28.0
808,4049,22.5
1817,81,30.0
2247,339,29.0
3435,3032,29.0
2873,2121,28.0
2808,3344,29.0
2353,4758,25.0
3566,3924,28.0
1841,1593,24.0
2912,2689,27.0
4147,4238,22.0
1221,2548,26.5
2615,1727,21.5
3791,765,22.5
4518,2099,26.0
4905,1552,24.5
1363,1050,28.0
2822,4278,20.5
1220,1401,21.5
3684,1001,20.5
4762,1657,23.5
4748,521,20.5
100,1114,25.0
3590,3813,28.0
2568,1171,24.5
4317,1449,27.0
784,3654,25.5
2975,4556,27.5
2262,4269,23.0
2289,4210,30.0
116,2782,27.0
2925,3362,24.0
1686,4060,29.5
1875,1946,28.0
356,2964,24.0
2101,4800,28.5
4389,2427,26.0
414,2439,22.5
4285,372,27.0
1480,1093,26.0
707,3866,25.0
2687,1559,29.5
791,2260,26.0
3147,415,21.0
3193,4367,27.0
1978,4878,28.5
2556,3213,22.0
4202,2906,29.5
3175,4153,25.0
3426,3364,20.0
4453,2710,24.5
4033,2775,27.0
1335,2679,23.0
3582,1082,23.5
2068,1153,26.5
1980,4739,29.5
2768,2791,20.5
901,1272,22.0
2488,1083,21.5
869,2498,26.5
4964,4906,30.0
3025,1693,27.5
2086,3236,21.5
1128,955,25.0
150,3936,30.0
1887,340,28.0
1458,3311,26.5
3700,4214,26.5
2625,3448,24.0
3622,4691,24.0
1087,1786,24.5
894,3706,21.0
1419,2404,26.5
1449,820,28.0
289,2581,22.5
3080,3788,28.5
3042,998,26.0
1062,2459,23.0
588,4013,26.5
4003,3943,28.0
1997,864,21.0
210,2674,27.0
1703,573,23.0
721,3572,25.0
1626,141,27.0
2384,3802,29.0
3265,3536,23.0
3130,1517,24.5
1520,3243,27.5
2913,327,23.0
3589,2557,27.5
2917,4581,23.0
1767,1503,21.5
4581,2352,22.5
3440,2410,22.5
4952,2103,20.5
84,3467,21.5
1020,2262,27.5
3179,3570,27.0
4599,584,28.0
862,4073,22.0
2217,196,27.0
892,4223,29.0
2569,4131,22.5
214,3070,25.5
1043,753,22.0
1951,1575,24.0
4620,1529,30.0
1243,2880,28.5
3794,3851,29.0
1621,3218,22.0
1388,423,29.5
3219,3427,25.5
1323,3786,23.5
3471,1887,27.5
4075,2934,22.5
3390,2791,22.5
2183,3143,24.5
1514,2887,21.5
470,3839,24.0
3285,1376,29.5
2587,1916,30.0
2798,131,24.0
1590,4857,24.0
2873,4728,27.0
3582,2615,23.0
1038,1698,27.5
3959,3727,23.5
195,529,23.5
1896,2878,21.0
2167,2465,24.0
4455,1970,25.5
3437,4674,23.5
1272,2929,21.5
3295,1624,28.0
1807,4668,28.5
866,3158,23.5
939,3166,20.5
1066,1600,24.5
4258,184,26.5
1013,1171,23.0
4650,68,26.0
971,851,23.0
3593,3630,25.0
1563,4897,24.0
485,3682,23.5
4363,650,27.0
1222,2771,28.0
487,2941,27.5
1468,4095,28.5
2507,2603,24.0
1926,3670,28.0
3974,785,21.5
3468,3483,23.5
3575,4367,20.5
1791,4924,23.5
2534,3428,23.5
4765,1598,22.5
3586,1688,24.5
4063,4653,24.0
3650,3049,23.5
2689,2821,28.0
1764,1336,25.0
3553,2772,24.5
3234,3615,26.5
2147,927,25.5
1711,1892,27.0
2209,3570,26.5
888,2946,27.0
1726,3460,22.5
1919,1266,21.0
1630,1985,21.5
580,1745,24.0
2925,914,25.5
3425,2599,21.5
2099,982,20.5
4361,4539,28.0
3317,1702,20.5
2895,3586,26.5
2304,2442,24.5
1983,917,25.0
75,1568,21.0
3345,3755,27.0
1534,4466,20.0
2985,1334,25.5
179,4963,29.5
960,3495,25.5
4968,1329,29.5
29,3565,25.5
366,4840,22.0
3569,1625,26.0
1424,4156,29.5
4874,4385,21.0
1874,3433,26.5
3112,51,24.0
3180,1491,27.5
862,4144,23.5
2141,4759,22.5
4728,4876,26.5
2348,3589,27.0
2453,4807,24.5
2324,4873,22.0
1823,4203,29.5
746,191,26.0
3508,1698,27.0
2535,3916,26.5
4149,379,21.0
3540,74,21.0
4434,2481,26.5
797,1047,26.0
3577,3700,27.0
2110,366,27.5
2276,3824,20.5
3684,1988,22.0
4554,342,23.0
874,246,29.5
134,1230,22.5
4886,4281,28.0
4589,2118,21.0
4564,1941,29.5
1660,2971,27.0
1181,4947,25.0
1887,3353,24.0
2944,1019,28.0
823,1256,20.5
3484,4585,28.0
4704,991,22.5
2005,4336,21.0
3481,1944,22.5
2932,2383,20.5
2766,2255,29.0
2067,1294,25.0
4032,3891,21.0
2531,3351,24.0
2112,750,23.0
385,3140,21.0
3835,2313,27.5
4806,4088,26.0
4190,1578,28.0
3720,3018,21.5
2549,3104,20.0
3182,70,24.0
3204,4630,28.0
1122,1359,25.5
417,368,22.5
4716,4404,23.5
4099,1366,20.5
2110,3956,21.0
549,4512,21.0
495,3287,21.5
2586,100,27.0
1197,3867,24.0
2796,3933,26.0
137,2508,27.5
1007,2470,26.0
88,1260,28.5
4429,1238,26.5
4223,1844,24.0
4496,2636,29.0
2799,1667,22.5
4868,3630,24.5
1682,193,22.5
890,1441,26.5
309,1866,21.0
440,4045,22.5
4818,2862,27.5
4208,25,24.0
3758,2359,25.5
631,1074,25.5
4518,1532,25.0
3063,2657,29.0
2890,3228,24.5
4156,4444,29.5
533,1150,23.5
1663,1361,26.5
3768,3324,29.5
4863,3918,26.5
2422,2746,29.5
1528,1692,26.0
4140,4639,26.0
1777,3010,28.5
4747,3036,20.0
1632,1477,25.5
4064,2254,22.5
4469,4713,22.5
3699,917,28.5
3783,4409,27.0
3014,3732,27.0
4526,65,24.5
775,4544,20.5
3261,3352,26.0
4459,3289,20.0
3834,4312,29.0
4401,3485,29.5
2632,1591,22.0
2266,1229,26.5
3157,2886,30.0
2938,2782,21.5
2434,4867,27.0
852,1324,21.0
78,4926,26.0
4432,3580,27.0
3401,4947,20.0
2279,4035,26.5
2593,191,25.0
2490,2289,20.5
2201,2234,25.5
4351,872,29.5
952,130,23.0
114,4426,22.0
4901,3326,28.5
3573,2985,22.0
4855,1664,26.0
4856,3490,27.0
3615,4804,22.5
438,1742,23.0
2934,2506,28.0
3554,4605,29.5
2258,1926,22.5
4587,2402,27.5
2920,4959,25.5
3089,736,26.0
2718,791,28.5
4209,4534,26.5
407,3557,22.5
4522,1190,22.0
3935,2117,27.0
3920,4849,21.5
2457,4345,22.0
1444,2017,25.0
2825,727,24.0
1149,65,26.0
2438,2887,25.0
3107,3256,24.5
4384,4422,21.0
3874,1920,23.0
4501,2515,25.5
4959,2467,28.0
2706,3223,28.0
275,3716,22.0
994,4839,27.0
4075,2836,21.5
900,4306,25.5
3910,1201,28.0
805,3205,28.5
1474,1737,23.0
2361,4517,26.5
2167,734,20.0
4636,3111,22.0
4845,1342,20.0
29,2996,24.0
1271,1858,25.0
2618,2525,22.5
538,285,28.5
2436,1785,29.0
2078,435,28.5
4226,73,24.5
3932,1092,28.5
3553,1379,26.5
4023,852,25.5
3885,1660,29.0
3686,3518,26.5
467,650,23.5
3559,4318,26.0
4741,294,26.5
2396,540,22.5
4743,4309,24.5
2715,2341,25.5
4767,476,26.0
2604,4959,26.5
4233,2173,26.0
1371,2249,30.0
4103,2053,24.0
3381,2386,22.5
395,4458,24.5
3490,2736,26.5
1989,1526,24.5
2892,3081,22.0
1828,4769,30.0
2101,2426,26.5
2188,3516,24.5
955,1436,24.0
98,1771,25.0
2199,1497,20.0
1144,4215,25.5
662,1138,28.0
936,2218,24.0
2688,3301,28.5
4732,2889,20.0
1223,3385,23.0
845,3644,26.5
1827,1062,22.5
3901,743,25.5
2631,2260,25.5
1436,3748,28.0
3515,1147,24.0
1312,3222,20.5
4715,1140,29.0
1513,3733,22.0
3522,3599,27.5
1890,3525,27.0
1764,4167,27.5
4713,2971,25.0
2694,3868,25.5
797,3599,26.0
296,4752,22.5
934,548,20.5
1157,626,24.0
2831,1996,27.0
3977,2612,30.0
1447,545,28.0
3105,2922,21.5
3708,3684,27.0
525,4634,30.0
2182,2776,27.5
422,4257,28.0
1280,3094,23.0
2476,3039,29.0
3382,77,27.5
155,128,28.0
4802,4534,29.5
1128,4970,28.0
1315,2732,26.5
1777,4434,28.5
724,1953,30.0
40,4447,27.0
3672,2291,23.5
3453,2956,25.5
2529,1126,26.5
4363,3370,27.5
4366,1981,25.0
2423,2304,30.0
2447,971,26.5
2082,3630,25.0
1349,3145,27.5
1848,3554,24.0
3995,4915,26.5
2992,4665,23.5
1270,1371,25.0
1118,426,21.0
1347,4541,20.5
4798,2220,20.5
2211,2531,22.0
3491,4116,23.0
379,251,23.0
4820,1603,27.5
3163,145,26.5
3272,3202,20.5
4062,2021,25.5
4730,590,21.0
3602,4162,22.5
3862,1453,29.0
2170,1210,24.0
452,4198,27.0
2440,4683,25.5
4533,4960,29.0
2150,2209,27.5
2121,3502,25.5
3333,1154,25.0
4826,4886,30.0
1889,4461,22.5
1378,1524,28.0
4386,2662,28.0
589,713,26.5
241,1234,22.0
291,3069,27.0
2934,1597,22.0
2368,3995,27.5
2543,2326,24.5
4281,94,29.5
254,4705,23.0
1707,2514,25.5
807,2946,28.5
4338,1822,26.0
2193,4192,29.0
4800,2024,22.5
568,4593,20.5
3707,2336,29.5
117,3611,26.0
863,3255,22.0
4394,4826,28.0
974,2901,25.0
4096,3367,26.5
3797,1297,28.0
517,607,29.0
1134,2222,27.0
2768,3517,21.5
731,2780,25.5
1689,3352,24.0
3408,1322,21.5
4970,2168,22.0
1126,2039,21.5
1326,375,23.5
4424,3368,28.0
4819,3980,22.5
1550,4404,23.5
4382,1782,21.5
4256,1913,25.0
1846,1691,25.5
4175,2774,23.5
617,3900,26.5
2966,3530,23.5
2163,4025,26.0
2964,956,25.0
4562,3388,29.0
3189,3309,29.0
2626,2640,25.0
1480,4347,21.5
1339,771,22.5
1048,4823,27.0
4081,369,22.0
2322,2252,23.0
2178,3623,29.0
2630,3383,24.5
894,4425,30.0
298,862,29.5
2866,4145,30.0
4939,1988,22.5
2320,312,21.5
1437,4308,21.0
1315,1681,21.5
605,913,23.5
373,1293,29.0
2842,2057,30.0
1331,664,20.0
1058,1543,24.5
4501,4011,23.5
48,232,20.5
587,2665,21.0
4318,1672,27.0
3461,578,25.5
2240,3301,27.5
282,74,24.0
1210,1120,25.0
2725,4273,22.5
3550,492,24.0
3199,4072,29.0
3343,3653,22.5
2250,3782,25.5
1823,1872,20.0
4458,2885,26.5
2844,1124,29.0
1226,1232,30.0
229,2272,20.5
2664,523,28.5
3073,2176,24.5
2632,1814,28.0
4383,3774,26.0
2041,2818,28.5
4673,3933,22.0
3623,3498,21.5
1668,3115,27.5
1098,866,26.5
2993,1757,25.5
4763,4952,25.0
4916,4347,30.0
2963,2589,23.0
3843,2588,27.0
265,3463,21.5
3515,1806,22.0
1556,994,21.5
3949,2730,27.0
518,1300,23.5
3465,4020,27.5
197,3413,28.5
4777,211,24.0
180,4812,26.0
1546,4669,26.5
3392,3590,21.5
887,373,22.5
1061,1001,29.5
495,1984,22.5
2023,2027,30.0
110,2870,24.5
1624,2320,25.0
3607,3300,28.5
279,1068,23.5
4295,1733,21.5
3602,1349,26.5
4953,404,25.0
3751,2126,26.5
2892,2890,22.0
3033,536,30.0
3002,4784,22.0
2268,799,26.0
3358,2975,24.5
1627,2596,22.0
3014,2189,22.5
3949,669,23.0
1766,1176,25.5
386,992,22.5
892,1620,20.5
2646,3796,28.5
3864,2673,29.0
3234,2845,25.5
407,4630,23.0
223,407,20.5
1568,1549,26.5
3411,1092,26.5
4808,4407,23.5
545,955,22.5
4845,1756,22.0
1713,3302,22.5
3245,616,21.0
3158,276,28.0
2487,754,20.0
4186,275,27.0
4732,2836,27.0
4535,3740,28.0
1041,3766,23.5
661,1915,26.5
2059,1353,21.5
2823,1361,24.0
2861,3889,26.5
4870,2174,20.0
4278,3252,22.0
265,4415,22.0
2554,784,23.0
621,50,20.5
3940,2341,25.5
764,1144,23.5
3640,4340,20.0
1488,1235,21.5
2158,313,29.5
346,3681,25.5
3098,4558,29.0
1884,4889,23.5
1494,1808,24.5
4907,2130,25.0
4436,1715,20.5
88,31,26.0
1986,984,28.0
1293,521,21.0
2092,2625,26.0
4938,1520,20.5
1435,4485,22.5
623,2968,20.0
819,448,25.5
3412,2667,24.5
3862,3992,25.5
2354,1946,20.0
4906,2608,26.5
2877,4349,28.5
1462,1179,22.5
1431,3652,25.0
3598,720,22.5
3194,2186,26.0
3550,311,22.0
2844,1541,29.5
1961,2795,22.5
945,4457,20.0
3327,2569,27.0
209,4891,30.0
1880,1234,26.0
310,3472,23.0
3813,808,23.0
3063,1083,28.0
1601,765,29.5
4715,407,21.0
2091,1511,22.0
1078,3432,22.5
977,1365,26.0
2636,1678,23.5
2824,1468,28.0
2341,1101,25.5
3636,2654,28.5
3956,4786,29.0
1369,218,26.0
4518,1430,29.5
2868,4051,22.0
2499,1943,24.0
2821,4384,30.0
3283,3579,20.0
1091,4405,21.5
611,1567,22.5
4843,4446,24.0
919,3230,25.5
1196,2133,20.0
282,1475,23.0
1726,4522,22.5
4477,611,26.5
111,4714,26.5
4368,4084,21.0
4950,3665,23.0
3188,4221,20.5
2815,4044,22.0
1808,2107,28.0
4966,2891,27.5
845,786,24.5
4845,1181,29.5
2533,1354,24.0
2719,4730,24.5
1788,970,22.5
2420,3497,30.0
2978,1381,21.5
4966,835,22.0
4105,3818,24.0
3168,1941,23.0
182,249,24.0
479,2185,28.0
999,3265,29.0
236,350,21.0
2507,1815,25.0
3061,2064,25.0
246,31,22.5
2352,2649,22.5
1498,2354,29.5
4628,1687,21.0
2112,1977,25.0
2841,2790,21.5
1590,4810,23.0
2774,4105,30.0
4183,760,27.0
444,1094,20.5
1007,4685,20.0
2164,4122,22.5
626,1375,27.0
